0,62.893
0.0048674,63.312
0.015304,62.955
0.035326,60.048
0.06448,61.579
0.10426,62.698
0.1559,61.385
0.21701,63.487
0.28719,66.128
0.36456,63.19
0.44575,64.866
0.52884,69.593
0.61041,65.51
0.68685,65.39
0.75681,70.745
0.81772,70.031
0.86933,69.59
0.91226,70.008
0.94566,68.501
0.97077,66.681
0.98885,68.313
1.0004,74.962
1.007,84.662
1.0093,78.96
1.0094,78.011
1.0059,81.68
1.0008,76.278
0.99393,71.389
0.9857,70.465
0.9763,75.585
0.9659,84.985
0.95488,90.662
0.94313,96.189
0.93073,102.18
0.91784,112.36
0.90479,114.97
0.89167,113.73
0.87838,110.85
0.86499,105.87
0.85154,98.832
0.83812,96.965
0.82461,97.055
0.81091,102.61
0.79683,103.11
0.78215,102.24
0.76637,110.05
0.75004,114.51
0.73316,115.99
0.71527,116.41
0.69643,114.54
0.67664,101.25
0.65604,117.73
0.63476,186.34
0.61294,470.65
0.59064,805.63
0.56816,1022.7
0.54592,1005.6
0.52434,831.46
0.50359,314.87
0.4839,82.677
0.46562,27.239
0.44884,46.612
0.43372,73.792
0.42037,89.487
0.4087,90.969
0.39975,94.47
0.39321,98.782
0.38874,100.82
0.38668,100.91
0.38599,99.784
0.38739,105.81
0.38989,108.97
0.39374,109.37
0.39852,114.31
0.40389,118.25
0.40933,115.18
0.41511,119.08
0.42137,126.28
0.42862,127.81
0.43472,132.15
0.4392,139.77
0.44159,141.48
0.44234,143.9
0.44207,148.73
0.44086,153.04
0.43857,157.79
0.4353,163.63
0.4311,169.15
0.42614,175.4
0.42102,185.22
0.41544,195.03
0.40937,204.93
0.40285,216.45
0.39605,232.14
0.38904,253.68
0.38177,272.54
0.37432,293.01
0.36672,317.91
0.35911,343.01
0.35156,366.39
0.34416,385.85
0.33675,402.74
0.32929,416.91
0.32168,428.07
0.31419,433.92
0.30687,436.67
0.29962,428.61
0.29238,410.06
0.28513,381.55
0.27789,342.5
0.27064,296.66
0.26339,251.7
0.25614,214.43
0.24896,182.82
0.24204,150.46
0.23518,132.55
0.22837,123.34
0.22178,107.85
0.21524,101.95
0.20867,102.32
0.20209,98.686
0.19557,94.963
0.18917,101.72
0.18288,104.69
0.1767,106.36
0.17066,111.53
0.16484,113.26
0.15926,113.62
0.15391,119.21
0.1488,122.72
0.14393,123.08
0.13919,125.51
0.135,127.99
0.1317,128.34
0.12832,130.22
0.12486,133.25
0.12138,133.6
0.11811,133.95
0.11503,134.3
0.11196,134.65
0.10925,134.61
0.10696,131.77
0.10475,128.85
0.10254,127.66
0.10022,128.01
0.098172,129.94
0.096291,132.83
0.094427,127.55
0.092257,123.28
0.089659,121.34
0.086598,124.42
0.082957,125.27
0.078629,120.5
0.073855,123.9
0.069222,127.13
0.065233,125.05
0.061791,118.39
0.061125,124.02
0.065905,124.35
0.076252,123.9
0.096185,120.91
0.12525,122.35
0.16494,123.37
0.21648,121.97
0.2775,123.97
0.34758,126.52
0.42486,123.49
0.50594,125.06
0.58894,129.69
0.67041,125.51
0.74675,125.29
0.81661,130.54
0.87742,129.73
0.92892,129.18
0.97175,129.49
1.005,127.88
1.03,125.95
1.048,127.48
1.0594,134.02
1.0659,143.61
1.0681,137.79
1.0681,136.73
1.0645,140.29
1.0593,134.77
1.0523,129.77
1.044,128.73
1.0344,133.73
1.0239,143.01
1.0128,148.57
1.0009,153.98
0.9884,159.85
0.97538,169.91
0.96221,172.39
0.94897,171.02
0.93556,168.02
0.92204,162.92
0.90846,155.75
0.89491,153.76
0.88127,153.72
0.86744,159.14
0.85323,159.51
0.83842,158.5
0.8225,166.18
0.80604,170.51
0.78903,171.86
0.771,172.14
0.75203,170.13
0.73209,156.7
0.71136,173.04
0.68994,241.51
0.66797,525.68
0.64554,860.52
0.6229,1077.5
0.60053,1060.2
0.5788,885.92
0.5579,369.19
0.53806,136.84
0.51964,81.257
0.50271,100.48
0.48744,127.51
0.47394,143.06
0.46212,144.39
0.45301,147.74
0.44632,151.89
0.44169,153.78
0.43948,153.71
0.43863,152.43
0.43988,158.29
0.44222,161.3
0.44591,161.54
0.45053,166.32
0.45574,170.1
0.46102,166.87
0.46664,170.61
0.47273,177.65
0.47982,179.01
0.48575,183.18
0.49007,190.63
0.49229,192.18
0.49287,194.43
0.49243,199.09
0.49105,203.23
0.48859,207.81
0.48515,213.48
0.48078,218.83
0.47564,224.91
0.47035,234.55
0.46459,244.18
0.45835,253.91
0.45165,265.25
0.44468,280.77
0.43748,302.12
0.43004,320.81
0.42241,341.1
0.41462,365.82
0.40683,390.73
0.3991,413.93
0.39152,433.2
0.38392,449.92
0.37628,463.9
0.36848,474.87
0.3608,480.54
0.3533,483.1
0.34586,474.85
0.33843,456.11
0.33099,427.41
0.32355,388.17
0.31612,342.14
0.30867,296.98
0.30123,259.52
0.29386,227.72
0.28674,195.16
0.27968,177.06
0.27268,167.65
0.26589,151.96
0.25915,145.86
0.25239,146.03
0.24561,142.2
0.23888,138.28
0.23229,144.84
0.22579,147.61
0.21941,149.07
0.21316,154.04
0.20714,155.56
0.20136,155.72
0.19581,161.1
0.19049,164.41
0.18541,164.56
0.18047,166.78
0.17607,169.05
0.17256,169.2
0.16896,170.87
0.16529,173.68
0.16161,173.82
0.15812,173.96
0.15483,174.1
0.15155,174.24
0.14862,173.98
0.14612,170.93
0.14369,167.79
0.14127,166.38
0.13872,166.51
0.13646,168.23
0.13436,170.9
0.13228,165.4
0.12989,160.92
0.12707,158.75
0.12379,161.61
0.11993,162.24
0.11538,157.25
0.11038,160.42
