-4.4065,-759.34
-4.394,-759.34
-4.3622,-759.34
-4.3193,-759.33
-4.2648,-764.29
-4.18,-782.7
-4.073,-800.88
-3.9514,-804.7
-3.7985,-797.06
-3.6162,-787.1
-3.4138,-782.34
-3.1836,-787.6
-2.9202,-797.61
-2.6339,-804.84
-2.3277,-799.96
-1.9914,-781.32
-1.6337,-763.36
-1.2632,-760.86
-0.87155,-776.46
-0.46389,-796.25
-0.050225,-805.14
0.37237,-788.56
0.80362,-758.38
1.2327,-737.2
1.6554,-744.63
2.0776,-772.82
2.4892,-799.32
2.8815,-802.05
3.262,-778.08
3.626,-748.49
3.9649,-735.8
4.2827,-741.52
4.5817,-751.55
4.8556,-758.35
5.1042,-758.64
5.335,-758.6
5.5426,-758.55
5.7231,-760.75
5.8865,-776.98
6.0307,-796.5
6.1503,-804.39
6.2529,-801.33
6.3418,-794.11
6.4121,-783.67
6.4666,-752.26
6.5139,-686.16
6.5474,-629.94
6.5627,-624.95
6.5726,-658.08
6.5789,-696.87
6.5802,-711.52
6.5705,-699.02
6.551,-678.82
6.5279,-665.97
6.5023,-681.58
6.4695,-726.33
6.4325,-769.36
6.3938,-785.98
6.351,-795.37
6.3048,-801.48
6.2562,-802.29
6.2042,-772.23
6.1492,-719.14
6.0924,-670.09
6.0346,-638.61
5.9749,-611.5
5.9136,-585.46
5.8505,-558.45
5.7854,-532.45
5.7188,-505.17
5.6512,-473.03
5.5823,-422.94
5.5122,-370.63
5.4419,-343.14
5.3717,-344.98
5.3014,-351.71
5.2307,-361.13
5.1596,-372.82
5.088,-391.37
5.0162,-414.86
4.9443,-441.15
4.8721,-479.49
4.7998,-520.74
4.7275,-547.72
4.6555,-558.52
4.5835,-566.67
4.5112,-571.05
4.4384,-565.62
4.3652,-539.08
4.2914,-511
4.2164,-502.87
4.1407,-509.85
4.0637,-519.76
3.9845,-525.11
3.9023,-504.68
3.8175,-458.57
3.7313,-417.9
3.6444,-403.53
3.5566,-394.38
3.467,-388.64
3.375,-387.29
3.2805,-387.23
3.1836,-387.17
3.0845,-387.11
2.9831,-425.16
2.8793,-504.12
2.7735,-564.23
2.666,-540.04
2.5563,-391.53
2.4449,-141.36
2.3325,243.76
2.2187,1374.3
2.1036,3002.7
1.9876,4599.9
1.8703,6347.3
1.7519,8209.5
1.6338,9362.9
1.5167,9429
1.3999,9340.6
1.2844,9185.6
1.1711,8790.9
1.0594,6639.6
0.94968,3677.9
0.84287,1526.7
0.73858,245.01
0.63676,-824.23
0.53862,-1399.1
0.44465,-1412.4
0.35391,-1331.9
0.26709,-1223.5
0.18482,-1113.9
0.10597,-961.76
0.031137,-815.47
-0.038549,-748.05
-0.10468,-739.23
-0.16695,-734.3
-0.22239,-728.09
-0.2703,-713.57
-0.31381,-689.23
-0.35122,-665.8
-0.38127,-652.68
-0.40791,-643.15
-0.42979,-636.26
-0.44418,-633.89
-0.45432,-639.48
-0.46226,-649.25
-0.46617,-655.8
-0.46439,-643.5
-0.45764,-605.9
-0.44819,-571.62
-0.43762,-564.87
-0.42285,-564.74
-0.40477,-564.61
-0.38522,-564.09
-0.36293,-540.18
-0.33794,-500.44
-0.31229,-474.48
-0.28717,-480.11
-0.26167,-498.84
-0.23546,-515.48
-0.2083,-512.61
-0.18036,-475.07
-0.15135,-428.55
-0.12088,-403.32
-0.086688,-396
-0.051198,-391.16
-0.019159,-383.9
0.0084982,-360.78
0.034511,-317.77
0.055115,-279.01
0.067904,-264.09
0.07832,-257.9
0.085569,-252.71
0.087627,-244.13
0.086113,-227.03
0.082934,-204.25
0.078737,-181.33
0.072204,-161.39
0.061458,-141.88
0.048369,-121.19
0.034209,-97.676
0.017164,-70.835
-0.002328,-42.59
-0.023481,-15.08
-0.047614,9.9826
-0.074177,35.467
-0.10143,65.379
-0.12856,105.06
-0.15638,153.95
-0.18517,205.06
-0.21517,252.39
-0.24645,297.72
-0.27881,344.51
-0.31208,395.75
-0.34655,450.05
-0.38201,509.45
-0.41798,578.07
-0.45429,665.45
-0.49115,770.8
-0.52855,878.56
-0.5665,975.47
-0.60508,1065.8
-0.64411,1158.2
-0.68341,1260.7
-0.72315,1377.5
-0.76317,1502
-0.80315,1625.9
-0.84306,1749.2
-0.88298,1873.8
-0.92267,1991.3
-0.96188,2096.1
-1.0007,2193
-1.0393,2282.9
-1.0781,2366.3
-1.1169,2446
-1.1558,2519.5
-1.1948,2582.8
-1.2343,2639.4
-1.2741,2690.8
-1.3136,2728.5
-1.3524,2749.5
-1.3907,2766.1
-1.4287,2776.4
-1.4666,2774.4
-1.5043,2727.3
-1.5418,2645.4
-1.5794,2552.2
-1.6169,2441.6
-1.6545,2300.2
-1.692,2138.1
-1.7295,1954.1
-1.767,1732.2
-1.8044,1496.6
-1.8418,1270.4
-1.8792,1041.3
-1.9166,816.56
-1.9539,612.71
-1.9912,433.5
-2.0285,268.65
-2.0653,111.45
-2.1014,-49.863
-2.1369,-216.59
-2.1721,-358.01
-2.2073,-446.08
-2.2425,-501.28
-2.2774,-546.34
-2.3119,-598.01
-2.3458,-676.46
-2.3793,-760.66
-2.4126,-810.62
-2.4461,-812.87
-2.4796,-812.58
-2.5131,-812.3
-2.5466,-816
-2.5801,-846.44
-2.6136,-883.61
-2.6467,-898.82
-2.6794,-878.69
-2.7118,-842.57
-2.744,-813.44
-2.7759,-803.53
-2.8076,-797.93
-2.8389,-792.07
-2.8699,-780.5
-2.9005,-755.62
-2.9308,-730.41
-2.9604,-720.73
-2.9894,-720.47
-3.0178,-720.21
-3.0457,-719.95
-3.073,-706.64
-3.0997,-669.9
-3.1259,-637.41
-3.1514,-631.57
-3.1764,-631.34
-3.2009,-631.11
-3.2248,-630.57
-3.2487,-618.36
-3.2719,-599.05
-3.2933,-586.9
-3.3119,-586.39
-3.3285,-586.17
-3.3447,-585.95
-3.3617,-582.91
-3.3791,-566.61
-3.3965,-548.26
-3.4139,-541.62
-3.4314,-541.41
-3.4488,-541.21
-3.4656,-541
-3.4818,-540.8
-3.4974,-540.59
-3.5127,-540.39
-3.528,-540.18
-3.5434,-539.98
-3.5583,-539.77
-3.5719,-539.94
-3.5841,-548.92
-3.5955,-564.92
-3.6067,-580.84
-3.6178,-595.97
-3.6287,-612.48
-3.6395,-623.38
-3.6508,-624.45
-3.6625,-624.21
-3.6739,-623.97
-3.6846,-623.01
-3.6944,-609.71
-3.7037,-590.67
-3.713,-579.98
-3.7223,-592.91
-3.7315,-624.72
-3.7412,-656.67
-3.752,-675.79
-3.7637,-692.58
-3.7764,-704.42
-3.79,-706.3
-3.8048,-692.64
-3.8207,-673.68
-3.8379,-663.46
-3.8568,-676.18
-3.8774,-703.63
-3.8989,-724.79
-3.9212,-720.46
-3.945,-694.95
-3.9686,-668.94
-3.9902,-661.88
-4.0103,-666.99
-4.0292,-680.19
-4.0469,-703.23
-4.0633,-737.83
-4.0783,-785.73
-4.0917,-848.66
-4.076,-702.38
-4.0628,-702.09
-4.0317,-701.81
-3.9905,-701.52
-3.9386,-705.82
-3.8588,-722.53
-3.7585,-739.02
-3.6448,-742.25
-3.5024,-734.91
-3.333,-725.44
-3.1452,-720.77
-2.9319,-725.33
-2.6883,-734.26
-2.4238,-740.63
-2.1412,-735.86
-1.8311,-718.43
-1.5016,-701.64
-1.1607,-699.07
-0.80046,-713.13
-0.42588,-731.02
-0.046074,-738.9
0.34164,-723.41
0.73699,-695.46
1.1301,-675.79
1.517,-682.34
1.9031,-707.91
2.2793,-731.91
2.6375,-734.13
2.9847,-711.92
3.3166,-684.6
