0,62.893
0.0008865,62.893
0.0031701,62.893
0.0063537,62.893
0.010026,62.84
0.015401,61.893
0.022681,60.351
0.031335,59.071
0.041059,58.823
0.052905,59.338
0.066826,60.105
0.082312,60.662
0.09934,60.614
0.11862,60.02
0.13994,59.268
0.1627,58.807
0.18704,59.233
0.2133,60.527
0.24117,61.981
0.27007,62.696
0.30019,62.173
0.33164,60.792
0.364,59.414
0.39681,58.977
0.43021,60.091
0.46421,62.257
0.49824,64.179
0.53192,64.62
0.56538,63.26
0.59857,61.032
0.63086,59.291
0.66197,59.168
0.69213,60.796
0.72125,63.05
0.74883,64.613
0.77474,64.781
0.79936,64.16
0.82254,63.411
0.84398,62.945
0.8637,62.893
0.88218,62.893
0.89915,62.893
0.91431,62.815
0.9279,62.151
0.94037,60.664
0.95142,59.242
0.96077,58.715
0.96896,58.94
0.97623,59.459
0.98231,60.216
0.98701,61.488
0.99115,65.656
0.99463,71.004
0.99703,74.794
0.99823,74.851
0.99907,72.403
0.99967,69.312
0.99996,67.396
0.99965,67.585
0.99856,68.91
0.99695,70.392
0.99518,71.106
0.99312,69.686
0.99063,66.427
0.98781,62.942
0.98484,60.896
0.98165,59.893
0.97819,59.239
0.97452,58.837
0.97067,59.191
0.96661,61.44
0.96232,65.333
0.9579,69.324
0.9534,72.376
0.94878,74.689
0.94405,76.801
0.9392,78.893
0.93423,81.005
0.92912,83.088
0.9239,85.235
0.9186,87.693
0.91322,90.965
0.90775,95.113
0.90223,98.735
0.89669,100.49
0.89117,100.4
0.88562,99.9
0.88006,99.191
0.87447,98.326
0.86885,97.125
0.8632,95.476
0.85754,93.539
0.85186,91.342
0.84617,88.32
0.84047,85.013
0.83477,82.438
0.82908,81.282
0.8234,80.51
0.81772,79.951
0.812,79.683
0.80625,80.305
0.80047,82.379
0.79465,84.673
0.78875,85.835
0.78279,85.621
0.77677,84.899
0.77063,84.184
0.76432,84.017
0.7578,85.916
0.7511,89.389
0.7443,92.739
0.73743,94.483
0.73051,95.38
0.72349,95.995
0.71634,96.342
0.70901,96.433
0.70151,96.436
0.69384,96.436
0.68601,96.428
0.67803,94.586
0.66987,89.698
0.66156,83.828
0.65312,80.657
0.64455,84.018
0.63583,95.622
0.62699,114.43
0.61806,144.27
0.60904,207.91
0.59993,318.78
0.59074,449.36
0.58147,580.02
0.57211,718.88
0.56268,863.98
0.55326,966.58
0.5439,999.13
0.53457,994.71
0.52528,985.43
0.51611,969.11
0.50708,915.84
0.49817,743.79
0.48938,512.17
0.48079,314.96
0.47239,201.58
0.46414,105.45
0.4561,32.985
0.44834,0.50133
0.44085,2.324
0.43359,8.8297
0.4266,17.409
0.41993,25.926
0.41351,36.937
0.40734,49.523
0.40148,59.413
0.39598,62.904
0.3907,63.771
0.3857,64.173
0.38116,64.639
0.37716,65.577
0.37351,67.254
0.37023,69.219
0.36743,70.805
0.36505,71.793
0.36294,72.527
0.36117,73.073
0.35989,73.316
0.35897,73.061
0.35824,72.39
0.35773,71.681
0.35754,71.515
0.35774,72.933
0.35827,75.768
0.359,78.427
0.35983,79.585
